Player,Club,Competition,Age,Position,Minutes Played,Apps,Goals,Assists,xG,xA,Shots,Shots On Target,Key Passes,Pass Accuracy,Progressive Passes,Progressive Carries,Dribbles Completed,Accurate Crosses,Touches In Box,Aerial Duels Won,Aerials Won %,Duels Won %,Tackles Won,Interceptions,Recoveries,Clearances,Blocks,Fouls,Yellow Cards,Red Cards,Saves,Goals Conceded,Clean Sheets,High Claims,Market Value
Danju Arlan,Elihus FC,Championship,21,LW,1535,18,3,2,3.63,3.2,17.0,8.0,15.0,78.9,101.0,48.0,53.0,18.0,46.0,20.0,59.0,53.2,13.0,50.0,104.0,9.0,7.0,18.0,1,0,,,,,22424744
Henic Dankov,Elihus FC,Championship,27,AM,2638,33,17,8,20.74,11.03,58.0,15.0,72.0,92.4,213.0,42.0,112.0,36.0,62.0,99.0,33.3,50.6,44.0,91.0,184.0,22.0,22.0,21.0,3,0,,,,,9159909
Kalju Arce,Elihus FC,Championship,26,AM,1949,26,6,3,6.31,4.68,42.0,13.0,43.0,73.6,133.0,48.0,39.0,19.0,19.0,79.0,60.4,48.8,12.0,37.0,231.0,58.0,16.0,47.0,6,0,,,,,3842466
Arce Dangio,Elihus FC,Championship,21,ST,1060,12,2,2,2.21,1.46,13.0,6.0,21.0,86.3,55.0,38.0,19.0,6.0,69.0,43.0,44.3,44.4,7.0,14.0,64.0,31.0,8.0,11.0,7,0,,,,,3950272
Rosju Morzar,Elihus FC,Championship,27,DM,2629,40,0,0,1.48,4.04,42.0,10.0,33.0,83.5,63.0,121.0,66.0,26.0,139.0,35.0,45.3,57.7,19.0,49.0,150.0,78.0,20.0,42.0,8,0,,,,,2783334
Jorkov Golez,Elihus FC,Championship,23,LW,2012,32,5,3,6.41,5.03,83.0,40.0,18.0,78.4,90.0,87.0,35.0,18.0,88.0,56.0,53.0,49.2,40.0,24.0,103.0,81.0,20.0,19.0,6,0,,,,,1821088
Elios Nevsen,Elihus FC,Championship,30,CB,1494,16,0,0,1.15,2.25,28.0,12.0,5.0,80.0,159.0,12.0,14.0,18.0,84.0,9.0,44.8,49.2,19.0,27.0,230.0,26.0,15.0,29.0,6,0,,,,,16371557
Eliic Silsen,Elihus FC,Championship,19,CM,1461,25,1,0,0.91,2.31,10.0,3.0,32.0,84.2,70.0,16.0,16.0,7.0,39.0,12.0,38.5,54.7,35.0,38.0,170.0,58.0,15.0,25.0,3,1,,,,,9089522
Torju Armir,Elihus FC,Championship,24,ST,1579,22,1,0,2.31,1.64,72.0,36.0,32.0,86.8,87.0,82.0,44.0,3.0,81.0,25.0,37.6,46.5,22.0,18.0,74.0,10.0,7.0,32.0,1,0,,,,,3244700
Nevba Quirin,Elihus FC,Championship,22,LW,1764,29,4,2,3.6,3.73,78.0,25.0,5.0,68.4,77.0,70.0,31.0,25.0,110.0,22.0,45.7,58.3,17.0,46.0,135.0,9.0,13.0,10.0,7,0,,,,,1195906
Tortov Cortov,Elihus FC,Championship,30,CM,2153,35,3,3,2.38,1.39,32.0,7.0,47.0,66.7,208.0,31.0,68.0,17.0,45.0,67.0,57.0,57.8,22.0,74.0,146.0,65.0,23.0,11.0,6,0,,,,,6425310
Pradin Ivafal,Elihus FC,Championship,27,CB,874,10,0,1,1.33,1.56,12.0,3.0,4.0,89.4,68.0,48.0,38.0,5.0,19.0,7.0,32.6,67.0,29.0,34.0,84.0,35.0,8.0,11.0,2,0,,,,,9641200
Arkov Silkov,Corzar FC,Championship,24,GK,1565,27,0,0,,,,,10.0,80.3,78.0,99.0,18.0,7.0,12.0,41.0,32.0,52.4,22.0,46.0,158.0,25.0,15.0,8.0,8,0,65.0,16.0,11.0,7.0,4030413
Arba Silic,Corzar FC,Championship,23,GK,1364,16,0,0,,,,,14.0,76.3,80.0,30.0,2.0,11.0,77.0,30.0,50.6,49.0,23.0,14.0,99.0,55.0,18.0,11.0,7,0,41.0,18.0,3.0,12.0,5218131
Pravic Lungio,Corzar FC,Championship,17,LW,955,11,1,0,1.33,0.71,25.0,10.0,19.0,66.1,37.0,53.0,5.0,2.0,62.0,27.0,53.8,48.0,14.0,7.0,39.0,7.0,10.0,23.0,3,1,,,,,6111795
Rosic Rossen,Corzar FC,Championship,18,AM,1618,18,1,0,1.0,0.56,27.0,11.0,7.0,83.8,48.0,34.0,18.0,23.0,77.0,29.0,45.1,40.5,16.0,31.0,80.0,10.0,18.0,12.0,1,0,,,,,1171538
Ostfal Morfal,Corzar FC,Championship,31,DM,3080,55,2,1,4.0,5.02,25.0,11.0,76.0,86.1,215.0,92.0,103.0,31.0,184.0,123.0,41.4,56.4,89.0,96.0,339.0,7.0,36.0,58.0,3,0,,,,,3864071
Golrin Elikov,Corzar FC,Championship,32,AM,533,6,0,0,0.81,0.43,14.0,4.0,8.0,71.9,9.0,25.0,8.0,7.0,26.0,23.0,59.6,44.2,4.0,4.0,44.0,6.0,2.0,8.0,7,0,,,,,2603914
Jorsen Henos,Corzar FC,Championship,21,DM,1690,19,0,0,0.64,1.79,33.0,14.0,9.0,87.8,35.0,62.0,22.0,21.0,105.0,43.0,51.3,42.6,20.0,27.0,92.0,36.0,17.0,36.0,7,0,,,,,859306
Belkov Silic,Corzar FC,Championship,21,DM,1429,17,0,1,1.27,1.25,20.0,6.0,30.0,74.9,149.0,57.0,42.0,5.0,58.0,55.0,41.1,48.3,18.0,55.0,149.0,48.0,17.0,30.0,6,0,,,,,10428864
Silhus Elitov,Corzar FC,Championship,27,AM,2208,27,4,2,3.75,1.89,44.0,14.0,18.0,68.1,158.0,56.0,37.0,27.0,7.0,54.0,48.3,52.5,11.0,39.0,138.0,26.0,4.0,38.0,3,0,,,,,2254148
Ostnen Silfal,Corzar FC,Championship,30,AM,1809,27,8,4,9.92,6.84,33.0,9.0,46.0,84.2,88.0,49.0,39.0,7.0,38.0,32.0,66.6,53.1,59.0,17.0,202.0,64.0,10.0,17.0,7,0,,,,,15055168
Aric Gollan,Corzar FC,Championship,24,RB,1810,24,0,0,0.98,2.24,15.0,3.0,13.0,78.8,85.0,71.0,32.0,3.0,8.0,75.0,54.9,60.4,43.0,39.0,151.0,12.0,16.0,15.0,0,0,,,,,2361303
Ivakov Nevnen,Corzar FC,Championship,20,LW,749,8,2,1,2.33,1.41,33.0,14.0,3.0,79.7,16.0,8.0,24.0,10.0,6.0,11.0,56.4,52.4,12.0,19.0,46.0,33.0,1.0,15.0,3,0,,,,,9882543
Prasen Farlan,Corzar FC,Championship,27,DM,1352,19,1,1,0.33,1.49,11.0,5.0,6.0,89.4,55.0,79.0,9.0,10.0,13.0,33.0,58.9,44.1,29.0,11.0,110.0,31.0,3.0,18.0,4,0,,,,,11741843
Quizar Silba,Corzar FC,Championship,22,CB,1487,26,0,0,1.92,4.08,12.0,3.0,6.0,82.8,21.0,44.0,8.0,18.0,32.0,18.0,62.8,48.0,14.0,22.0,105.0,60.0,20.0,28.0,0,0,,,,,669723
Torce Torkov,Corzar FC,Championship,30,DM,1231,17,0,0,1.97,1.88,2.0,0.0,3.0,73.6,55.0,60.0,2.0,3.0,33.0,18.0,56.4,53.1,23.0,32.0,113.0,7.0,6.0,12.0,9,0,,,,,1029025
Sillan Quizar,Corzar FC,Championship,24,LW,2083,29,4,3,3.99,3.43,84.0,42.0,20.0,93.6,37.0,48.0,46.0,26.0,114.0,62.0,50.4,41.5,49.0,64.0,105.0,71.0,4.0,33.0,8,0,,,,,2074687
Dandin Ardin,Corzar FC,Championship,29,RB,1251,14,0,1,0.86,2.99,14.0,3.0,15.0,91.7,65.0,63.0,20.0,7.0,52.0,39.0,61.4,60.0,15.0,33.0,104.0,43.0,5.0,25.0,4,0,,,,,1300006
Silez Corhus,Corzar FC,Championship,28,RB,1231,15,0,0,0.5,2.15,16.0,6.0,8.0,66.1,25.0,36.0,12.0,3.0,25.0,45.0,63.6,59.1,9.0,16.0,39.0,25.0,11.0,11.0,6,0,,,,,179390
Jordin Jorez,Corzar FC,Championship,26,AM,688,8,1,0,1.48,0.57,8.0,2.0,12.0,66.9,34.0,42.0,13.0,5.0,10.0,16.0,52.1,48.8,14.0,18.0,70.0,19.0,8.0,10.0,9,0,,,,,7014546
Lunnen Farfal,Corzar FC,Championship,26,AM,2303,38,13,10,10.91,9.21,80.0,31.0,66.0,73.9,294.0,23.0,105.0,27.0,17.0,29.0,36.8,46.9,81.0,63.0,364.0,31.0,11.0,31.0,0,0,,,,,14461739
Golez Silju,Corzar FC,Championship,22,AM,2674,33,1,0,1.47,1.07,32.0,10.0,14.0,78.3,37.0,68.0,33.0,15.0,90.0,74.0,50.5,49.5,10.0,24.0,146.0,63.0,15.0,14.0,8,0,,,,,205926
Henfal Eliez,Corzar FC,Championship,21,CB,2433,33,1,4,3.94,5.53,15.0,4.0,17.0,94.3,95.0,49.0,24.0,21.0,95.0,54.0,48.6,47.5,43.0,20.0,250.0,32.0,16.0,36.0,7,0,,,,,20541449
Lundin Elidin,Farsen FC,Championship,18,GK,890,11,0,0,,,,,10.0,90.2,52.0,5.0,17.0,2.0,44.0,19.0,37.5,58.2,7.0,9.0,94.0,15.0,3.0,16.0,8,0,41.0,19.0,1.0,8.0,6806802
Arnen Kalgio,Farsen FC,Championship,21,GK,1298,19,0,0,,,,,19.0,89.1,99.0,26.0,33.0,2.0,73.0,37.0,35.2,65.2,8.0,24.0,65.0,26.0,4.0,22.0,5,0,47.0,32.0,6.0,16.0,3078755
Quifal Rostov,Farsen FC,Championship,26,LW,1477,22,2,1,1.93,1.56,18.0,4.0,4.0,91.3,86.0,20.0,3.0,14.0,38.0,6.0,60.7,55.6,20.0,19.0,119.0,34.0,19.0,11.0,4,0,,,,,1689133
Belgio Henju,Farsen FC,Championship,20,ST,2646,37,3,2,4.6,2.11,68.0,19.0,9.0,74.9,54.0,100.0,5.0,36.0,54.0,49.0,31.4,49.1,30.0,60.0,126.0,81.0,32.0,19.0,9,0,,,,,3006812
Golsen Belju,Farsen FC,Championship,24,CB,1389,21,0,1,1.59,1.15,14.0,3.0,14.0,80.5,105.0,13.0,28.0,11.0,40.0,57.0,48.7,42.2,17.0,17.0,50.0,17.0,4.0,16.0,2,1,,,,,1247615
Golmir Cortov,Farsen FC,Championship,17,AM,2461,29,10,7,9.28,8.73,80.0,20.0,19.0,84.2,228.0,117.0,21.0,28.0,37.0,34.0,62.3,60.5,17.0,52.0,289.0,92.0,8.0,59.0,5,0,,,,,5288250
Ivakov Ostpel,Farsen FC,Championship,20,RB,2071,27,0,3,3.73,5.67,40.0,18.0,60.0,78.5,115.0,113.0,77.0,17.0,72.0,57.0,59.2,52.5,68.0,30.0,124.0,40.0,17.0,50.0,6,0,,,,,21749979
Rospel Silhus,Farsen FC,Championship,25,AM,1275,23,7,6,8.92,3.78,19.0,5.0,31.0,83.8,129.0,46.0,51.0,8.0,18.0,19.0,39.7,66.6,37.0,13.0,153.0,16.0,12.0,18.0,7,0,,,,,14171143
Corez Dantov,Farsen FC,Championship,21,DM,1521,17,2,2,0.28,4.02,9.0,2.0,36.0,79.3,50.0,63.0,44.0,17.0,15.0,56.0,54.3,56.8,40.0,18.0,141.0,49.0,16.0,23.0,4,0,,,,,10305800
Belgio Quizar,Farsen FC,Championship,33,CB,967,14,0,0,1.35,0.45,3.0,0.0,8.0,82.4,31.0,8.0,4.0,5.0,7.0,35.0,40.1,43.6,20.0,14.0,42.0,6.0,6.0,12.0,9,0,,,,,1467015
Fargio Jorpel,Farsen FC,Championship,31,RB,1904,25,0,0,3.35,3.99,23.0,6.0,11.0,78.4,41.0,58.0,34.0,15.0,121.0,16.0,49.5,43.0,21.0,22.0,109.0,60.0,14.0,40.0,7,0,,,,,101663
Osttov Torlan,Farsen FC,Championship,23,RB,1133,16,0,0,1.37,0.98,4.0,1.0,20.0,89.8,38.0,45.0,22.0,13.0,44.0,49.0,32.4,51.0,11.0,15.0,38.0,20.0,7.0,19.0,0,0,,,,,1580644
Quiez Silba,Farsen FC,Championship,24,RB,1805,27,1,0,1.83,1.59,17.0,6.0,12.0,86.8,88.0,124.0,6.0,22.0,94.0,20.0,63.7,57.7,21.0,68.0,171.0,11.0,5.0,21.0,3,0,,,,,5034988
Elivic Faros,Farsen FC,Championship,19,CM,2647,32,2,3,2.64,1.43,52.0,14.0,73.0,94.5,194.0,138.0,86.0,7.0,74.0,114.0,66.4,67.1,84.0,59.0,296.0,94.0,23.0,25.0,0,0,,,,,23538406
Morfal Lunic,Farsen FC,Championship,25,CM,2459,39,3,2,2.54,4.0,13.0,4.0,77.0,80.6,233.0,139.0,51.0,15.0,21.0,81.0,59.2,55.5,57.0,34.0,200.0,26.0,31.0,46.0,9,0,,,,,16585253
Ivaba Pratov,Farsen FC,Championship,24,CB,2269,30,0,2,3.37,4.69,25.0,6.0,13.0,74.0,92.0,110.0,63.0,27.0,78.0,11.0,53.3,58.6,46.0,20.0,244.0,49.0,18.0,33.0,1,0,,,,,5685620
Siltov Lunhus,Farsen FC,Championship,26,AM,1319,19,1,0,1.1,0.87,51.0,25.0,3.0,86.9,25.0,23.0,26.0,14.0,72.0,35.0,65.1,56.0,30.0,31.0,51.0,11.0,15.0,15.0,1,0,,,,,1003408
Roshus Silos,Farsen FC,Championship,22,RB,1396,20,1,0,0.47,1.93,4.0,1.0,33.0,82.2,98.0,36.0,7.0,21.0,22.0,8.0,55.5,50.3,12.0,15.0,119.0,40.0,14.0,10.0,9,0,,,,,11707957
Armir Rosos,Farsen FC,Championship,23,ST,2238,38,4,3,5.46,3.1,72.0,25.0,18.0,72.9,154.0,76.0,51.0,35.0,25.0,63.0,30.4,47.3,13.0,23.0,181.0,43.0,14.0,23.0,2,0,,,,,1719407
Lunju Belhus,Farsen FC,Championship,24,RB,1845,25,1,1,2.03,4.19,22.0,8.0,42.0,91.9,98.0,42.0,26.0,20.0,74.0,21.0,68.3,51.1,30.0,38.0,184.0,6.0,4.0,23.0,8,0,,,,,6335388
Tordin Joric,Farsen FC,Championship,31,ST,1121,18,3,2,3.7,1.88,46.0,16.0,7.0,75.8,83.0,60.0,2.0,6.0,16.0,49.0,52.2,47.2,29.0,15.0,104.0,43.0,4.0,13.0,3,0,,,,,3443771
Nevzar Farpel,Farsen FC,Championship,17,AM,992,12,1,1,1.62,1.26,35.0,19.0,5.0,83.2,19.0,18.0,7.0,4.0,33.0,13.0,36.5,55.7,13.0,10.0,35.0,26.0,3.0,9.0,0,0,,,,,3780935
Jorez Henos,Tordin FC,Championship,24,GK,1131,17,0,0,,,,,31.0,72.2,89.0,21.0,36.0,17.0,38.0,40.0,64.8,64.6,31.0,34.0,146.0,8.0,2.0,12.0,0,0,29.0,14.0,8.0,14.0,3992280
Golvic Quigio,Tordin FC,Championship,27,GK,1862,22,0,0,,,,,10.0,72.2,146.0,91.0,3.0,26.0,69.0,49.0,51.5,52.9,35.0,24.0,106.0,65.0,15.0,26.0,2,0,97.0,18.0,4.0,30.0,1536902
Artov Golgio,Tordin FC,Championship,17,CB,697,11,0,1,0.61,1.39,1.0,0.0,6.0,77.9,80.0,35.0,17.0,8.0,10.0,31.0,49.0,61.5,19.0,11.0,44.0,13.0,3.0,6.0,8,0,,,,,20299878
Belsen Praba,Tordin FC,Championship,25,CM,1637,22,0,0,2.48,1.28,29.0,10.0,14.0,87.2,100.0,14.0,22.0,25.0,84.0,51.0,51.0,54.4,10.0,33.0,82.0,71.0,5.0,15.0,2,0,,,,,433484
Quifal Danez,Tordin FC,Championship,19,ST,2001,31,8,3,6.72,3.31,74.0,19.0,17.0,75.3,198.0,108.0,62.0,6.0,33.0,51.0,43.4,48.8,53.0,21.0,187.0,56.0,4.0,27.0,1,0,,,,,10772875
Danez Farfal,Tordin FC,Championship,27,DM,1423,16,1,1,1.74,3.46,3.0,1.0,34.0,80.0,49.0,81.0,8.0,24.0,72.0,20.0,60.2,43.6,11.0,19.0,187.0,17.0,11.0,21.0,4,0,,,,,3825964
Ivatov Eliju,Tordin FC,Championship,34,DM,3103,40,0,5,0.66,8.3,44.0,9.0,38.0,67.4,226.0,166.0,49.0,34.0,136.0,13.0,39.6,64.7,67.0,86.0,306.0,132.0,18.0,72.0,9,0,,,,,11694386
Praju Joros,Tordin FC,Championship,20,RB,1607,25,0,0,1.21,1.75,25.0,11.0,27.0,92.9,35.0,104.0,3.0,2.0,29.0,69.0,57.3,61.5,30.0,17.0,181.0,25.0,3.0,18.0,8,0,,,,,11568875
Henmir Kalju,Tordin FC,Championship,23,AM,1823,27,6,3,6.56,4.56,21.0,10.0,5.0,70.7,147.0,14.0,27.0,20.0,82.0,80.0,32.5,48.0,11.0,35.0,96.0,15.0,17.0,17.0,0,2,,,,,4774250
Belos Silkov,Tordin FC,Championship,21,ST,1339,18,2,0,3.04,0.91,20.0,9.0,24.0,91.0,116.0,53.0,18.0,9.0,48.0,27.0,32.2,54.2,18.0,25.0,61.0,53.0,9.0,23.0,5,0,,,,,7162746
Cormir Osthus,Tordin FC,Championship,26,ST,1062,13,5,3,5.93,4.02,31.0,12.0,4.0,75.7,112.0,66.0,36.0,17.0,41.0,19.0,48.0,43.7,31.0,29.0,68.0,28.0,9.0,15.0,1,0,,,,,7328963
Prazar Golju,Tordin FC,Championship,26,LW,1401,16,2,2,3.4,1.78,57.0,30.0,6.0,91.5,48.0,13.0,8.0,18.0,41.0,11.0,38.9,44.4,11.0,25.0,63.0,20.0,13.0,21.0,4,0,,,,,3421568
Nevpel Belez,Tordin FC,Championship,25,LW,1545,19,8,6,9.36,4.59,26.0,11.0,20.0,67.0,33.0,76.0,39.0,9.0,10.0,44.0,62.1,57.3,19.0,13.0,177.0,60.0,4.0,11.0,5,0,,,,,10293714
Goltov Torrin,Tordin FC,Championship,24,ST,1326,14,5,2,5.91,3.91,62.0,20.0,27.0,93.5,51.0,19.0,11.0,9.0,26.0,16.0,43.9,50.6,21.0,41.0,152.0,40.0,11.0,10.0,4,0,,,,,3386424
Coric Ivaic,Tordin FC,Championship,23,RB,702,11,0,0,1.03,1.48,7.0,1.0,7.0,70.4,37.0,13.0,6.0,12.0,46.0,13.0,61.9,39.6,6.0,9.0,44.0,12.0,6.0,6.0,0,0,,,,,189401
Aros Pralan,Tordin FC,Championship,21,DM,734,11,0,0,1.09,0.58,7.0,1.0,8.0,91.6,53.0,28.0,23.0,12.0,11.0,27.0,31.5,47.1,12.0,13.0,66.0,31.0,5.0,7.0,5,0,,,,,11451097
Luntov Ivaez,Tordin FC,Championship,25,DM,1251,15,1,0,2.16,2.79,22.0,8.0,4.0,82.1,146.0,48.0,11.0,16.0,51.0,43.0,58.2,60.0,16.0,41.0,138.0,42.0,6.0,28.0,3,0,,,,,13510137
Elidin Nevju,Tordin FC,Championship,33,RB,1503,23,1,1,1.14,0.97,28.0,13.0,5.0,70.0,83.0,70.0,11.0,12.0,37.0,36.0,65.7,65.0,28.0,33.0,107.0,58.0,6.0,15.0,5,0,,,,,4901781
Corlan Morju,Tordin FC,Championship,21,DM,1121,13,0,0,1.83,0.68,5.0,1.0,26.0,72.9,106.0,31.0,25.0,1.0,74.0,18.0,51.6,52.0,9.0,20.0,67.0,38.0,1.0,17.0,9,0,,,,,10392939
Luntov Quiic,Tordin FC,Championship,32,CB,2603,41,0,0,0.33,6.78,33.0,15.0,37.0,84.3,181.0,42.0,15.0,5.0,129.0,111.0,65.2,62.5,23.0,47.0,228.0,89.0,31.0,36.0,7,0,,,,,746364
Silmir Ostpel,Tordin FC,Championship,24,LW,1673,22,7,4,7.99,4.54,31.0,14.0,36.0,92.6,176.0,37.0,38.0,19.0,55.0,63.0,32.4,55.3,23.0,33.0,203.0,16.0,18.0,31.0,7,0,,,,,10021335
Cortov Jorce,Tordin FC,Championship,25,LW,726,10,2,1,2.17,1.52,35.0,12.0,7.0,74.9,21.0,17.0,7.0,2.0,44.0,26.0,57.4,49.3,13.0,25.0,85.0,25.0,8.0,7.0,3,0,,,,,6559839
Elivic Torzar,Arlan FC,Championship,25,GK,2008,27,0,0,,,,,12.0,76.8,118.0,138.0,37.0,5.0,33.0,66.0,35.8,63.9,48.0,45.0,256.0,85.0,11.0,39.0,3,1,90.0,31.0,14.0,28.0,4325418
Eligio Ivaju,Arlan FC,Championship,28,GK,1595,24,0,0,,,,,39.0,71.8,93.0,37.0,23.0,5.0,50.0,26.0,30.1,51.6,14.0,17.0,117.0,53.0,10.0,19.0,6,0,63.0,27.0,12.0,15.0,5352006
Ostdin Arsen,Arlan FC,Championship,22,CB,1111,15,1,0,0.58,0.56,8.0,3.0,7.0,75.9,99.0,53.0,28.0,8.0,46.0,25.0,44.7,57.0,9.0,24.0,110.0,16.0,12.0,11.0,5,0,,,,,17376117
Corfal Dance,Arlan FC,Championship,28,RB,1041,14,1,0,0.58,1.5,18.0,7.0,3.0,83.8,92.0,8.0,32.0,16.0,54.0,15.0,44.5,53.6,18.0,26.0,52.0,7.0,3.0,5.0,5,0,,,,,5311514
Argio Nevzar,Arlan FC,Championship,29,CM,1198,19,0,0,0.13,1.5,6.0,2.0,14.0,74.7,44.0,6.0,3.0,5.0,18.0,13.0,60.3,61.8,15.0,11.0,79.0,49.0,6.0,6.0,5,1,,,,,198446
Lunnen Danez,Arlan FC,Championship,31,CM,1203,13,0,0,2.14,0.88,12.0,5.0,13.0,72.0,57.0,43.0,18.0,4.0,16.0,11.0,58.1,63.1,8.0,8.0,60.0,34.0,3.0,6.0,3,0,,,,,327828
Elitov Arce,Arlan FC,Championship,23,RB,944,14,0,1,0.92,1.87,16.0,6.0,27.0,77.3,117.0,73.0,2.0,9.0,49.0,31.0,44.0,52.4,23.0,25.0,120.0,7.0,3.0,9.0,7,0,,,,,42200756
Henmir Joric,Arlan FC,Championship,27,DM,2761,35,0,1,1.12,2.47,43.0,14.0,16.0,67.0,192.0,146.0,74.0,9.0,63.0,122.0,49.2,65.2,52.0,72.0,177.0,79.0,36.0,59.0,7,0,,,,,4523472
Kaltov Hendin,Arlan FC,Championship,25,RB,2679,35,0,0,1.19,4.4,40.0,11.0,15.0,74.0,149.0,31.0,39.0,15.0,81.0,79.0,32.3,38.7,39.0,41.0,149.0,71.0,20.0,57.0,5,0,,,,,63414
Belgio Pralan,Arlan FC,Championship,20,RB,1345,21,1,2,2.22,3.02,19.0,6.0,10.0,93.3,116.0,27.0,51.0,1.0,36.0,17.0,59.1,61.3,10.0,33.0,69.0,34.0,8.0,28.0,6,1,,,,,27370813
Danfal Elidin,Arlan FC,Championship,21,RB,2144,26,1,0,1.99,5.57,18.0,5.0,34.0,67.4,121.0,109.0,25.0,11.0,21.0,31.0,43.3,60.6,46.0,17.0,195.0,17.0,20.0,34.0,0,0,,,,,5660997
Osttov Torfal,Arlan FC,Championship,24,LW,1972,24,4,3,3.7,1.56,63.0,16.0,47.0,71.2,92.0,85.0,47.0,22.0,78.0,36.0,33.6,60.3,25.0,65.0,194.0,63.0,21.0,16.0,9,0,,,,,6813683
Prarin Nevkov,Arlan FC,Championship,23,ST,1667,25,14,9,14.33,10.42,58.0,15.0,23.0,70.3,50.0,15.0,55.0,3.0,53.0,11.0,52.0,56.0,62.0,61.0,174.0,67.0,3.0,19.0,5,0,,,,,21243187
Morgio Eliic,Arlan FC,Championship,20,DM,433,6,0,0,0.4,0.33,6.0,2.0,10.0,67.0,18.0,24.0,2.0,7.0,15.0,11.0,46.6,66.1,4.0,15.0,28.0,16.0,5.0,8.0,7,0,,,,,6607400
Jorpel Quimir,Arlan FC,Championship,22,LW,2416,41,5,1,4.62,2.8,79.0,32.0,28.0,94.8,155.0,47.0,11.0,23.0,21.0,89.0,51.2,52.4,31.0,70.0,164.0,82.0,29.0,23.0,4,0,,,,,25095493
Morba Fardin,Arlan FC,Championship,23,LW,1296,20,5,2,6.51,2.13,42.0,20.0,14.0,69.6,119.0,73.0,43.0,12.0,24.0,32.0,30.9,52.1,35.0,23.0,155.0,26.0,13.0,29.0,9,0,,,,,9845530
Ostnen Silhus,Arlan FC,Championship,23,LW,809,13,1,1,1.42,0.55,19.0,5.0,5.0,89.4,34.0,13.0,22.0,2.0,6.0,6.0,62.7,53.7,7.0,20.0,56.0,28.0,4.0,4.0,9,0,,,,,19040228
Torez Belgio,Arlan FC,Championship,26,CM,1089,13,1,1,0.79,0.36,3.0,1.0,15.0,91.7,86.0,63.0,13.0,11.0,13.0,12.0,55.8,56.7,35.0,30.0,163.0,30.0,3.0,14.0,5,0,,,,,13477776
Torzar Ostzar,Arlan FC,Championship,31,CB,1050,16,0,0,1.06,0.96,12.0,2.0,8.0,71.8,51.0,51.0,24.0,16.0,16.0,30.0,69.9,63.5,13.0,24.0,78.0,6.0,3.0,17.0,1,0,,,,,2952605
Belju Rosic,Arlan FC,Championship,19,LW,1162,14,0,0,1.05,0.55,27.0,10.0,14.0,90.7,24.0,46.0,13.0,11.0,72.0,24.0,40.0,60.8,21.0,27.0,108.0,31.0,12.0,20.0,1,0,,,,,2719050
Henmir Ivace,Arlan FC,Championship,24,DM,2020,22,2,0,0.75,1.91,32.0,7.0,47.0,74.4,69.0,57.0,67.0,4.0,81.0,54.0,53.0,47.6,48.0,47.0,233.0,76.0,20.0,24.0,2,0,,,,,3786988
Kalvic Arlan,Arlan FC,Championship,18,DM,1936,32,0,2,3.11,1.87,38.0,14.0,42.0,87.5,198.0,32.0,23.0,17.0,71.0,14.0,63.7,66.1,15.0,20.0,186.0,85.0,21.0,12.0,1,0,,,,,21452599
